Date,Open,High,Low,Close,Adj Close,Volume,RSI_14,WT_10,WT_11,CCI_20,CCI_2,ADX_20,ADX_2,RSI_9,RSI_2,Candlestick Shape,Candlestick Pattern,Price Change,200 MA,Primary Trend,RSI,Target,Direction
2022-07-26,9.66,9.66,9.38,9.4,9.4,21997800,49.56063152163883,-64.45497630331752,-64.45497630331752,-15.558005635183548,-66.66666666666667,12.774615186797897,41.350747133635664,47.43907598470217,16.86369967713441,Bearish,None,0.370000000000001,17.033049945000013,Bearish,54.17549201092831,0,-1.0
2022-08-08,9.77,10.4,9.71,9.82,9.82,125272600,47.864833084185435,-80.35714285714286,-80.35714285714286,-1.7292148659096878,-66.66666666666659,15.663835166967448,84.64087106013409,43.09454928782286,9.378774786580056,Bullish,None,0.41999999999999993,16.971649945000014,Bearish,57.27318932386885,0,-1.0
2022-08-09,9.54,9.57,9.01,9.25,9.25,58788900,43.09871601307857,-90.80459770114942,-90.80459770114942,-78.31241653549999,-66.6666666666665,14.993143045400435,85.51008822220098,36.94151963641218,5.741892993662722,Bearish,None,-0.5700000000000003,16.906699945000014,Bearish,52.12345728889874,-1,-1.0
2022-08-10,9.51,9.66,9.32,9.59,9.59,46054900,46.51954967633931,-77.77777777777777,-77.77777777777777,-52.93281400110598,66.66666666666714,14.287263928694212,75.07501754322925,42.4550580550001,35.554958916249966,Bullish,None,0.33999999999999986,16.843149950000015,Bearish,54.73777239390167,-1,-1.0
2022-08-12,9.55,9.97,9.42,9.91,9.91,30638200,49.933938988440005,-65.51724137931032,-65.51724137931032,-37.25826333017518,66.6666666666675,13.377093753232634,32.362930980885636,48.32045274218971,69.39942064796016,Bullish,None,0.3200000000000003,16.780099950000015,Bearish,57.11150451717858,-1,-1.0
2022-08-15,9.82,10.1,9.76,9.91,9.91,33263400,49.93393898844001,-65.51724137931032,-65.51724137931032,-23.414534279528016,66.66666666666667,13.055134548785555,41.672196952457085,48.32045274218971,69.39942064796016,Bullish,None,0.0,16.717899950000014,Bearish,57.11150451717857,-1,-1.0
2022-08-16,9.85,9.88,9.36,9.74,9.74,40603900,48.21321888611814,-72.03065134099614,-72.03065134099614,-63.699012851555025,-66.66666666666667,12.410400900410961,49.07780190937484,45.67419282445438,38.42849960989418,Bearish,Hammer,-0.16999999999999993,16.642149955000015,Bearish,55.32387832150254,-1,-1.0
2022-08-17,9.56,9.619,9.33,9.43,9.43,33933600,45.15731313776196,-83.9080459770115,-83.9080459770115,-85.36016711014982,-66.66666666666667,11.8067905688435,54.879559332388844,41.061050487924604,14.625081209425431,Bearish,None,-0.3100000000000005,16.564799955000012,Bearish,52.12014623846352,-1,-1.0
2022-08-18,9.42,9.47,9.12,9.15,9.15,26365600,42.534904817817825,-94.63601532567047,-94.63601532567047,-105.67618512561023,-66.66666666666667,11.409692826843289,69.07601107991012,37.23918816432574,6.902028629111951,Bearish,None,-0.27999999999999936,16.48804995500001,Bearish,49.34087192485169,-1,-1.0
2022-08-19,9.0,9.01,8.48,8.51,8.51,40560200,37.21507493764384,-98.43750000000004,-99.04458598726116,-159.07182797802457,-66.66666666666667,11.522481662378027,82.68026200778085,30.04754084160267,2.0216661382059886,Bearish,None,-0.6400000000000006,16.410749960000015,Bearish,43.615854656183814,-1,-1.0
2022-08-22,8.32,8.4,8.06,8.07,8.07,37824900,34.06103289042888,-99.50980392156863,-99.57264957264958,-187.93204644764594,-66.66666666666667,11.913629854126697,90.42089746030678,26.142696056862274,1.0250556350735316,Bearish,None,-0.4399999999999995,16.324699955000014,Bearish,40.16537703452169,-1,-1.0
2022-08-23,8.1,8.28,8.0,8.01,8.01,25658500,33.64231862458455,-99.52380952380953,-99.52380952380953,-170.88725575103746,-66.66666666666667,12.324726698143191,94.40716127027636,25.63169330870499,0.9035745696884324,Bearish,None,-0.0600000000000005,16.240649955000016,Bearish,39.70410881050629,-1,-1.0
2022-08-24,8.04,8.36,7.98,8.1,8.1,26576400,34.93439258773863,-94.33962264150946,-94.33962264150946,-141.38107189658638,66.66666666666667,12.633799956770428,71.43284705817479,28.006402955625546,26.89497319465066,Bullish,None,0.08999999999999986,16.155649955000015,Bearish,40.80231119794198,-1,-1.0
2022-08-25,8.22,8.43,8.05,8.42,8.42,25635600,39.4488999148796,-79.24528301886794,-79.24528301886794,-112.62366442421863,66.66666666666667,12.854313508770582,37.247758362573215,36.160436998353035,74.4845696877842,Bullish,None,0.3200000000000003,16.073399950000017,Bearish,44.661650973099725,-1,-1.0
2022-08-26,8.42,8.43,7.93,7.94,7.94,34150400,35.473022294943455,-99.5391705069124,-99.5391705069124,-113.82500868858159,-66.66666666666667,13.15413642161737,44.962085005936515,30.35816654598058,25.223978328283476,Bearish,None,-0.47999999999999954,15.984549955000016,Bearish,40.40631857305817,-1,-1.0
2022-08-29,7.82,7.998,7.76,7.81,7.81,28566200,34.460042646533125,-97.64150943396227,-97.86324786324788,-117.06577868225273,-66.66666666666691,13.566599332677132,62.82370164107144,28.943140021288606,18.571173690026463,Bearish,Doji,-0.13000000000000078,15.894799955000014,Bearish,39.313795813831035,-1,-1.0
2022-08-30,7.93,7.975,7.68,7.79,7.79,27189200,34.297772075326634,-94.32697266632283,-95.0,-107.52576798395059,-66.66666666666667,14.018733719980474,75.20949528193925,28.711515611406607,17.177183314443372,Bearish,None,-0.019999999999999574,15.802049955000014,Bearish,39.13846577324726,-1,-1.0
2022-08-31,7.95,8.0,7.7,7.72,7.72,28691500,33.699633435272254,-97.76536312849161,-97.93708096957194,-96.51405790445195,-66.66666666666666,14.417476455184033,64.26196258674727,27.834430797448018,11.260519525205865,Bearish,None,-0.07000000000000028,15.709649950000012,Bearish,38.491430239268105,-1,-1.0
2022-09-01,7.61,7.62,7.22,7.49,7.49,39079700,31.740924092390088,-84.91620111731842,-87.99999999999999,-112.56482157261948,-66.66666666666667,15.155652434181523,79.21937628285902,25.0102889807225,3.450419300326027,Bearish,Hammer,-0.22999999999999954,15.61454995000001,Bearish,36.36420761817236,-1,-1.0
2022-09-02,7.67,7.67,7.35,7.4,7.4,25965000,30.98207626778343,-85.12396694214871,-89.94413407821226,-103.56908862755553,66.66666666666667,15.79231699279076,71.72463686000793,23.940956284081274,2.2364602598120684,Bearish,None,-0.08999999999999986,15.51834995500001,Bearish,35.53660066105381,-1,-1.0
2022-09-06,7.45,7.46,7.17,7.28,7.28,30429400,29.953798488946354,-91.26984126984124,-91.26984126984124,-108.03935968755368,-66.66666666666667,16.528815032226326,77.38767429512012,22.498074514030538,1.1538781561256002,Bearish,None,-0.1200000000000001,15.42124995000001,Bearish,34.41203760270804,-1,-1.0
2022-09-07,7.27,7.43,7.18,7.39,7.39,30330000,32.17598025750946,-82.53968253968256,-82.53968253968256,-96.28218942374363,66.66666666666667,17.228488169690113,80.21919301267621,27.033093884029363,47.62964762208885,Bullish,None,0.10999999999999943,15.33029995000001,Bearish,36.39890394777473,-1,-1.0
2022-09-08,7.33,7.53,7.27,7.53,7.53,26303600,35.00224837187832,-71.4285714285714,-71.4285714285714,-81.56827987122173,66.66666666666667,17.74969992247902,47.91734325335901,32.67386179623056,76.1609394814663,Bullish,None,0.14000000000000057,15.23729995500001,Bearish,38.93439012465858,-1,-1.0
2022-09-09,7.68,7.82,7.64,7.79,7.79,27822300,40.00251193905368,-50.79365079365078,-50.79365079365078,-51.24056351612245,66.66666666666647,17.843435655867783,63.7333682310323,42.03587813481764,92.1155068048749,Bullish,None,0.2599999999999998,15.14484995000001,Bearish,43.44367645652032,-1,-1.0
2022-09-12,7.86,8.03,7.82,8.01,8.01,30544800,43.932910491666064,-2.325581395348789,-33.33333333333333,-26.83814377132493,66.66666666666667,17.65886615756771,76.99119064554421,48.811648640406,96.30286689618495,Bullish,None,0.21999999999999975,15.055749950000012,Bearish,47.009371528449016,-1,-1.0
2022-09-13,7.63,7.66,7.45,7.48,7.48,29770700,37.55084684476475,-63.95348837209294,-63.95348837209294,-70.93318491769192,-66.66666666666681,17.81922220976337,55.04384815160707,37.067974459748,27.05988967013554,Bearish,None,-0.5299999999999994,14.96184995000001,Bearish,40.40101875175193,-1,-1.0
2022-09-14,7.45,7.63,7.33,7.63,7.63,29422500,40.19862968899904,-46.51162790697671,-46.51162790697671,-66.58523221386113,0.0,18.07445524151359,53.97336164528297,41.54577108817279,48.158693698423654,Bullish,None,0.14999999999999947,14.864599950000011,Bearish,42.84967353897273,-1,-1.0
2022-09-15,7.47,8.1,7.45,8.01,8.01,51700600,46.39884766328157,-9.677419354838698,-9.677419354838698,-7.100373605228286,66.66666666666666,17.721774878511628,53.9522729585931,51.40096474872027,78.97411300504471,Bullish,None,0.3799999999999999,14.76149995500001,Bearish,48.60996740906216,-1,-1.0
2022-09-16,7.75,7.93,7.64,7.78,7.78,42155500,43.46166405794493,-34.408602150537575,-34.408602150537575,-8.304776941187123,-66.66666666666667,17.386728533659763,53.94172861524816,46.107745577400514,45.92695873537729,Bullish,Doji,-0.22999999999999954,14.656849960000011,Bearish,45.61324952149366,-1,-1.0
2022-09-19,7.64,7.86,7.58,7.86,7.86,29238800,44.7712557275027,-25.80645161290316,-25.80645161290316,-1.7849611200054911,-66.66666666666667,17.128548792151868,33.697281054874125,48.195275217721026,58.11861028733672,Bullish,None,0.08000000000000007,14.563399965000013,Bearish,46.84081779568295,-1,-1.0
2022-09-20,7.78,7.915,7.6,7.62,7.62,30349600,41.65411284925276,-52.17391304347821,-51.61290322580641,-11.399758851255704,-66.66666666666667,16.811061948121505,37.65117276256487,42.623096085410694,24.70191107871665,Bearish,None,-0.2400000000000002,14.468399960000013,Bearish,43.657244837427996,-1,-1.0
2022-09-21,7.72,8.07,7.655,7.69,7.69,36814500,42.90277209971289,-49.397590361445694,-44.565217391304266,22.01297540561242,66.66666666666667,16.30575398419462,58.5208669440011,44.7202299505984,43.61389917993049,Bearish,None,0.07000000000000028,14.369699960000014,Bearish,44.83492147743194,-1,-1.0
2022-09-22,7.74,7.74,7.24,7.37,7.37,49138300,38.81343943019532,-84.88372093023256,-84.88372093023256,-79.62326952023625,-66.66666666666667,16.263784887808406,59.17165735678613,37.644173748907896,13.231029224752659,Bearish,None,-0.3200000000000003,14.262699960000013,Bearish,40.65176588979838,-1,-1.0
2022-09-23,7.2,7.42,7.13,7.4,7.4,34197300,39.396642408806834,-72.1649484536082,-72.1649484536082,-109.45794514833517,-66.66666666666667,16.33183516784886,65.35251153537756,38.667703036647,23.255315413043228,Bullish,None,0.03000000000000025,14.156899965000013,Bearish,41.20559978130271,-1,-1.0
2022-09-26,7.35,7.83,7.35,7.53,7.53,45429800,41.97751632338943,-58.7628865979381,-58.7628865979381,-19.67694566813513,66.6666666666669,15.860958256746752,55.64477501031728,43.21188108240592,61.651562495423754,Bullish,None,0.1299999999999999,14.057199970000015,Bearish,43.659187635124894,-1,-1.0
2022-09-27,7.69,7.835,7.46,7.63,7.63,31794700,43.95471589770415,-48.45360824742267,-48.45360824742267,10.559796437659056,66.6666666666675,15.407383940805753,51.234997473807965,46.63359152748233,78.33066546648212,Bearish,None,0.09999999999999964,13.972749970000017,Bearish,45.5418392004508,-1,-1.0
2022-09-28,7.63,8.0,7.62,7.94,7.94,31955900,49.679339104827505,-16.49484536082467,-16.49484536082467,89.63347490954908,66.66666666666667,14.768380186416124,62.86141447204126,55.90047849825381,94.13803816021228,Bullish,None,0.3100000000000005,13.892249965000017,Bearish,51.0072752363966,-1,-1.0
2022-09-29,8.05,8.33,7.78,8.08,8.08,57845800,52.06083230964866,-20.83333333333333,-20.83333333333333,152.954978735885,66.66666666666639,14.287713680116719,77.290307182859,59.475679744344355,96.4663268635311,Bullish,Doji,0.13999999999999968,13.810999965000017,Bearish,53.28734143480348,0,0.0
2022-10-04,8.48,8.61,8.34,8.46,8.46,36313300,58.46598172897339,-10.135135135135043,-10.135135135135043,204.00210637177477,66.66666666666667,13.853510587066538,94.36442264097764,68.69704118869643,99.53042119432922,Bearish,Doji,0.3800000000000008,13.737449965000017,Bearish,58.88103058247395,0,0.0
2022-10-10,8.17,8.18,7.88,8.06,8.06,26923300,49.36016982521183,-47.82608695652167,-43.650793650793574,36.330640716771235,-66.66666666666667,12.41438293367257,57.4532417388282,50.12350687344511,11.492922975576294,Bearish,Hammer,-0.40000000000000036,13.659849965000017,Bearish,51.84351655865803,0,-1.0
2022-10-11,7.99,8.295,7.7,8.04,8.04,40775800,48.937661765599884,-57.57575757575764,-49.565217391304394,24.75042105006226,-66.66666666666667,12.027809289865985,71.74937376647907,49.34291017195737,10.092297114818876,Bullish,None,-0.02000000000000135,13.581399965000017,Bearish,51.51199867662633,0,-1.0
2022-10-12,8.06,8.1,7.82,8.07,8.07,30201600,49.63408147500767,-59.3406593406593,-54.54545454545449,16.268971150952158,-66.66666666666272,11.66056432824973,78.8974397803045,50.64009936359165,34.16276298881243,Bullish,Doji,0.030000000000001137,13.504099960000017,Bearish,52.00774511739971,0,0.0
2022-10-13,7.74,8.2,7.565,8.08,8.08,36040900,49.879467294854216,-50.71770334928228,-50.71770334928228,2.6132841215718177,-66.66666666666667,11.615865436218813,87.51838740866742,51.10958046688905,44.13390011211777,Bullish,None,0.009999999999999787,13.426049955000018,Bearish,52.18324178728588,0,-1.0
2022-10-17,7.71,8.06,7.69,7.94,7.94,31751700,48.04904222230269,-62.037037037036995,-62.037037037036995,-13.086175002304014,66.66666666666667,11.228881227106445,37.45799951024758,48.252371859312305,59.484109224239155,Bullish,None,-0.13999999999999968,13.345099960000017,Bearish,49.456560645119794,0,-1.0
2022-10-18,8.15,8.33,8.04,8.16,8.16,37120400,52.25356874915684,-41.12149532710278,-41.66666666666663,56.79581418395185,66.66666666666646,10.66805992122911,56.07674869361453,54.73030640213214,75.10117742818062,Bullish,Doji,0.21999999999999975,13.264149960000015,Bearish,53.56283815377761,0,0.0
2022-10-19,8.06,8.125,7.845,7.91,7.91,26594000,47.544590735686484,-64.4859813084112,-64.4859813084112,-4.573533325326343,-66.66666666666694,10.390646830261213,37.255938496278795,47.17986036282133,40.03186452186874,Bearish,None,-0.25,13.183699960000014,Bearish,48.7190582503677,0,-1.0
2022-10-24,8.3,8.3,8.01,8.27,8.27,28062200,54.16107963827432,-7.500000000000064,-7.500000000000064,47.77728925743782,66.66666666666667,9.002855797397437,46.54004895586841,57.20641889361484,75.39832410256192,Bearish,Doji,0.35999999999999943,13.103749960000014,Bearish,55.02613616470232,0,0.0
2022-10-28,8.55,8.66,8.365,8.64,8.64,20697400,59.71645113135755,-30.147058823529417,-26.973684210526315,105.13540165364432,-66.6666666666687,10.376254961548353,55.82837506447722,64.597047728024,81.44639498099747,Bullish,Hammer,0.370000000000001,13.023499955000013,Bearish,60.41488586843753,0,1.0
2022-11-02,8.7,8.76,8.2,8.22,8.22,36042600,48.836499077892086,-63.15789473684209,-63.15789473684209,35.216525634643794,-66.66666666666634,11.678253911093833,55.02167950731763,45.67894987358066,9.349671700263555,Bearish,None,-0.41999999999999993,12.942449955000013,Bearish,52.696262114505956,0,-1.0
2022-11-03,8.07,8.3,7.87,8.08,8.08,36419500,46.15468799186855,-78.39999999999998,-73.68421052631581,-38.336269955683434,-66.66666666666667,11.285653311847595,62.94544255528471,41.74518438089378,6.215168681780514,Bullish,Doji,-0.14000000000000057,12.855799955000014,Bearish,50.38545077880947,0,0.0
2022-11-07,7.78,7.85,6.89,7.02,7.02,99332800,31.2419617380986,-94.00921658986177,-94.00921658986177,-207.67565953953508,-66.66666666666667,11.203266459619368,84.36873271661022,23.034938276123693,0.5956096440208273,Bearish,None,-1.0600000000000005,12.763299955000013,Bearish,37.114752832910966,0,-1.0
2022-11-08,7.08,7.42,6.91,7.21,7.21,56353900,35.317390295324685,-85.25345622119815,-85.25345622119815,-191.0071345611416,-66.66666666666747,11.567773800356132,90.03016331203627,29.507812179334774,26.30249538372123,Bullish,None,0.1900000000000004,12.674049960000014,Bearish,40.15726596843268,0,-1.0
2022-11-09,7.12,7.185,6.95,6.98,6.98,42517300,32.78417021824647,-95.85253456221196,-95.85253456221196,-183.42405109224157,-66.66666666666667,11.914055774056058,92.86087860974928,26.475496600803005,16.175138138166847,Bearish,None,-0.22999999999999954,12.580749965000013,Bearish,37.774706719938195,0,-1.0
2022-11-10,7.46,7.97,7.43,7.64,7.64,58579800,44.979869695255395,-65.4377880184332,-65.4377880184332,-66.88513570288205,66.66666666666667,11.393936141407016,82.74724405654791,44.790905941031255,73.88439010226581,Bullish,None,0.6599999999999993,12.489549970000011,Bearish,47.415975246062196,-1,-1.0
2022-11-17,7.83,7.88,7.525,7.62,7.62,33746500,45.03485070269059,-53.797468354430386,-53.797468354430386,-72.74528898228299,-66.66666666666667,10.84359363890418,59.46490265362054,43.60973853181934,17.211144273267713,Bearish,None,-0.019999999999999574,12.39484997500001,Bearish,47.17742918946649,-1,-1.0
2022-11-18,7.76,7.79,7.31,7.39,7.39,27245200,42.54856539400415,-68.35443037974686,-68.35443037974686,-90.12884553767923,-66.66666666666667,10.596743010530123,71.3506538294279,40.196510949349666,10.704809770667637,Bearish,None,-0.23000000000000043,12.30219997500001,Bearish,44.41039386955518,-1,-1.0
2022-11-21,7.31,7.32,7.07,7.19,7.19,36605600,40.4569482201519,-82.05128205128204,-81.01265822784808,-116.9212025047456,-66.66666666666686,10.602174920940431,81.24440321564933,37.33770873793912,6.4586251265044385,Bearish,Hammer,-0.1999999999999993,12.207549970000011,Bearish,42.09816691298943,-1,-1.0
2022-11-22,7.18,7.25,6.98,7.22,7.22,27327800,40.92605230429157,-82.2368421052632,-80.12820512820517,-107.71320863361132,-66.66666666666667,10.695444203548202,87.34857802598569,38.08083840604428,16.406159617531372,Bullish,Doji,0.02999999999999936,12.11129997500001,Bearish,42.581088625282575,-1,-1.0
2022-11-23,7.25,7.42,7.12,7.37,7.37,24182900,43.33011156789189,-73.82550335570473,-72.36842105263159,-77.6668507964737,66.66666666666667,10.571730533028695,44.9874998554648,41.95305986486661,59.488054873734995,Bullish,None,0.15000000000000036,12.01814997500001,Bearish,45.04891922535789,-1,-1.0
2022-11-25,7.32,7.339,7.19,7.28,7.28,10824400,42.21990856544143,-79.86577181208055,-79.86577181208055,-74.07483202019161,-66.66666666666666,10.454202546035164,23.80696077020436,40.25385264221498,36.75628084590289,Bearish,Doji,-0.08999999999999986,11.920799975000012,Bearish,43.83165681354665,-1,-1.0
2022-11-28,7.23,7.4,7.15,7.16,7.16,19438000,40.72173448856102,-87.91946308724835,-87.91946308724835,-71.77452077220573,-66.66666666666667,10.26252377704839,33.47896892232828,37.948343814998985,18.205231099532853,Bearish,None,-0.1200000000000001,11.83534997500001,Bearish,42.19454056945853,-1,-1.0
2022-11-29,7.2,7.3,7.05,7.08,7.08,22150800,39.710064182503004,-93.28859060402688,-93.28859060402688,-79.17074026722798,-66.66666666666667,10.196621459223408,36.46875833169331,36.38538485947774,10.882184978907283,Bearish,None,-0.08000000000000007,11.758149975000011,Bearish,41.09262346682057,-1,-1.0
2022-11-30,7.14,7.51,7.033,7.5,7.5,32745700,47.1354835427056,-58.730158730158756,-65.10067114093964,-42.14743925338026,66.66666666666667,9.849979859234015,47.86794367241981,48.83231704870297,82.93945399664412,Bullish,None,0.41999999999999993,11.680699975000012,Bearish,48.671353854747615,-1,-1.0
2022-12-02,7.615,7.76,7.5,7.66,7.66,18794000,49.50830205505722,-24.444444444444432,-24.444444444444432,18.91684982589578,-66.66666666666728,9.459190935166411,78.22497550579493,51.813835109519516,56.42827934726202,Bullish,None,0.16000000000000014,11.604849975000011,Bearish,51.2447325124307,-1,-1.0
2022-12-05,7.62,7.695,7.105,7.19,7.19,32158200,43.213416196783925,-76.66666666666666,-76.66666666666666,-38.05544091346808,-66.66666666666687,9.193999108664205,65.85038336976572,41.83257654852644,19.84366037023625,Bearish,None,-0.46999999999999975,11.523749975000012,Bearish,44.22982896408264,-1,-1.0
2022-12-06,7.19,7.195,6.88,6.99,6.99,32868100,40.83411306730284,-88.99999999999997,-88.99999999999997,-96.52290203945212,-66.66666666666667,9.198927398407623,70.4040657261395,38.30051069401411,12.787698238261283,Bearish,None,-0.20000000000000018,11.44304998000001,Bearish,41.618985781179205,-1,-1.0
2022-12-07,7.08,7.35,7.02,7.07,7.07,28351600,42.204890484683624,-80.99999999999996,-80.99999999999996,-70.82917082917123,66.66666666666667,8.999159986803551,38.66763159450102,40.55897374901224,32.102083528929164,Bearish,Doji,0.08000000000000007,11.365949980000012,Bearish,43.06667958323528,-1,-1.0
2022-12-08,7.1,7.27,6.94,7.12,7.12,23107700,43.09231451602657,-75.99999999999997,-75.99999999999997,-79.55461507456681,-66.66666666666667,8.903804968352695,36.12720390122255,42.05044225407646,46.82305678911436,Bullish,Doji,0.04999999999999982,11.294049980000011,Bearish,44.00132637768941,-1,-1.0
2022-12-09,7.06,7.19,7.03,7.11,7.11,23367300,42.95027123872291,-76.99999999999996,-76.99999999999996,-72.82759992046128,0.0,8.813217700824381,34.85699005458331,41.814374909462614,43.086423224327,Bullish,None,-0.009999999999999787,11.222549980000013,Bearish,43.846291804997236,-1,-1.0
2022-12-12,7.11,7.31,7.09,7.29,7.29,22672400,46.376624966622806,-58.999999999999986,-58.999999999999986,-44.604525940479135,66.66666666666667,8.555548790286677,42.858041468929166,47.75380827737757,85.30473018100899,Bullish,None,0.17999999999999972,11.155749980000012,Bearish,47.43638097709013,-1,-1.0
2022-12-14,7.5,7.6,7.265,7.35,7.35,22653800,47.57151631433329,-56.880733944954144,-56.880733944954144,12.406967108370635,-66.66666666666667,8.647064365587621,44.88736987441178,49.25070553913849,49.65694191015953,Bearish,None,0.05999999999999961,11.086949975000012,Bearish,48.61567176736218,-1,-1.0
2022-12-15,7.17,7.298,7.01,7.01,7.01,25417100,42.285727690709,-88.07339449541286,-88.07339449541286,-79.1564214110087,-66.66666666666667,8.225719461411655,39.561795535669745,40.33289359877727,15.743154828519254,Bearish,None,-0.33999999999999986,11.016849970000012,Bearish,42.76107945679104,-1,-1.0
2022-12-16,7.02,7.08,6.76,6.9,6.9,32655600,40.709716395503115,-88.42975206611565,-88.42975206611565,-143.07248656442482,-66.66666666666636,8.094027251138588,52.46471178121804,37.839140746625986,10.918216362370579,Bearish,None,-0.10999999999999943,10.945999970000011,Bearish,41.039143074745304,-1,-1.0
2022-12-19,6.8,6.83,6.32,6.35,6.35,41511600,33.9053402715061,-98.18181818181823,-98.18181818181823,-258.0568860504992,-66.66666666666667,8.426873957864194,69.7379067655276,28.07496180332045,2.686050155439069,Bearish,None,-0.5500000000000007,10.874499970000011,Bearish,33.72622285810399,-1,-1.0
2022-12-20,6.29,6.54,6.2,6.31,6.31,30215600,33.46722148290527,-93.7853107344633,-93.7853107344633,-242.00714768666032,-66.66666666666706,8.858576971681327,80.02553533691923,27.494478444344317,2.420583598207204,Bullish,Doji,-0.040000000000000036,10.80914997500001,Bearish,33.26200382163445,-1,-1.0
2022-12-21,6.24,6.52,6.04,6.5,6.5,34408600,37.592371469675726,-76.16580310880829,-76.16580310880829,-195.531415874583,66.66666666666667,9.420627630040098,87.12621553303205,34.708439308894974,49.672793801968226,Bullish,None,0.1900000000000004,10.74319997000001,Bearish,37.651923678307256,-1,-1.0
2022-12-22,6.37,6.38,6.18,6.32,6.32,28066000,35.35586994642935,-85.49222797927459,-85.49222797927459,-170.31449213769605,-66.66666666666568,9.954575755480931,90.67655563108846,31.380786888014278,25.904784907436795,Bearish,None,-0.17999999999999972,10.67989997000001,Bearish,35.28401466606338,-1,-1.0
2022-12-23,6.27,6.3,6.07,6.29,6.29,20419000,34.98231758518631,-87.04663212435233,-87.04663212435233,-150.4158912052383,-66.66666666666586,10.570297094401012,93.97093765624186,30.826633186883768,22.341395701722643,Bullish,Doji,-0.03000000000000025,10.61734997500001,Bearish,34.8901795132159,-1,-1.0
2022-12-27,6.15,6.22,5.92,6.0,6.0,34573300,31.515898422585753,-96.09756097560975,-96.09756097560975,-148.48445196942578,-66.66666666666633,11.301022422471618,96.42402094063067,25.860363502235106,6.1051425190471,Bearish,None,-0.29000000000000004,10.55004998000001,Bearish,31.258061495209173,-1,-1.0
2022-12-28,5.98,6.17,5.95,6.07,6.07,30096800,33.23563507119218,-91.07142857142856,-92.68292682926828,-123.009105293577,66.66666666667022,11.995211484138695,97.65056258282507,28.967866995511958,30.49135587073201,Bullish,None,0.07000000000000028,10.48129998000001,Bearish,33.0692642587342,-1,-1.0
