Date,Open,High,Low,Close,Adj Close,Volume,RSI_14,WT_10,WT_11,CCI_20,CCI_2,ADX_20,ADX_2,RSI_9,RSI_2,Candlestick Shape,Candlestick Pattern,Price Change,200 MA,Primary Trend,RSI,Direction,Target
2018-05-27,588.52002,590.328003,562.866028,572.66803,572.66803,1788790016.0,36.09415584881951,-90.71611240159434,-90.71611240159434,-150.53227291484245,-66.66666666666667,19.16222018184373,79.54696667833667,28.477475352108883,10.158890068569061,Bearish,None,-14.611998999999969,703.582950935,Bearish,36.09415584881951,-1.0,0
2018-05-28,573.044983,576.049011,512.552002,516.036011,516.036011,2356900096.0,30.31187134570299,-98.35038225128764,-98.35038225128764,-170.23194371409124,-66.66666666666667,19.81771559898069,88.44548753208572,21.50764030576438,1.9569632103309476,Bearish,None,-56.632019000000014,704.5587109749998,Bearish,30.31187134570299,-1.0,0
2018-05-29,516.14801,572.263977,516.14801,565.388,565.388,2330820096.0,39.41981729438834,-74.98307264081986,-74.98307264081986,-125.73381399946909,66.66666666666667,20.440436245260805,92.89474795896025,36.6970276051181,59.27017718327766,Bullish,None,49.351989,705.88938602,Bearish,39.41981729438834,-1.0,0
2018-05-30,566.830017,583.135986,545.43103,559.590027,559.590027,2053970048.0,38.77859309747531,-77.2461992966507,-77.72831215293222,-97.57505446655475,66.66666666666667,20.86015802170085,55.743110627620645,35.781861654759325,52.1123647550817,Bearish,None,-5.79797300000007,707.1139311549999,Bearish,38.77859309747531,-1.0,-1
2018-05-31,558.497009,585.538025,557.065979,577.64502,577.64502,1985040000.0,41.94551180234547,-65.45396860275942,-68.51242035031167,-75.8959667520676,66.66666666666667,21.220196741072865,28.278700486854074,40.941563083522546,72.66896519561675,Bullish,Engulfing,18.05499300000008,708.4626163049999,Bearish,41.94551180234547,-1.0,-1
2018-06-01,578.671997,589.093018,567.664978,580.04303,580.04303,1945890048.0,42.371901056800475,-51.47462269990768,-64.1813017131877,-62.968747593732196,66.66666666666667,21.50286588313505,29.224317059053945,41.642166432623675,75.46647441832586,Bullish,Doji,2.3980099999999993,709.7792514399998,Bearish,42.371901056800475,-1.0,-1
2018-06-02,580.429016,597.077026,577.322021,591.807983,591.807983,1880390016.0,44.52465480502731,-24.254064444767476,-43.01573860581961,-47.292726906184065,66.66666666666744,21.63533656329512,49.94494668196133,45.22839105899972,87.75985344529663,Bullish,None,11.764952999999991,711.0501362949998,Bearish,44.52465480502731,-1.0,-1
2018-06-03,591.258972,624.513,591.258972,618.328979,618.328979,1832550016.0,49.13723902579655,-5.523370736656018,-5.523370736656018,-17.519402319076757,66.66666666666633,21.314238810074137,72.03056662554219,52.61332654376738,96.24434983749906,Bullish,None,26.52099599999997,712.4749962149998,Bearish,49.13723902579655,-1.0,-1
2018-06-04,619.437012,623.429016,583.747009,592.984985,592.984985,1903430016.0,45.26405884553637,-28.159819547160502,-28.159819547160502,-26.45181527766989,-66.66666666666667,21.095377880664056,53.521578266906644,45.95236636689219,41.39874392698212,Bearish,None,-25.343993999999952,713.7853010849998,Bearish,45.26405884553637,-1.0,-1
2018-06-05,593.406006,611.330017,580.981995,609.302979,609.302979,1844269952.0,48.10064083666899,-13.585106663661556,-13.585106663661556,-21.394200724829734,66.66666666665103,20.9199170714619,31.9065280114978,50.49238193431131,66.20103186514771,Bullish,None,16.317994,715.1698459199998,Bearish,48.10064083666899,-1.0,-1
