Date,Open,High,Low,Close,Adj Close,Volume,RSI_14,WT_10,WT_11,CCI_20,CCI_2,ADX_20,ADX_2,RSI_9,RSI_2,Candlestick Shape,Candlestick Pattern,Price Change,200 MA,Primary Trend,RSI,Direction,Target
2015-04-04,254.291,255.257996,251.100006,253.697006,253.697006,12493500.0,47.50830043739131,-17.696192532818255,-15.342915251404785,-25.13223939620704,-66.66666666666407,15.552763085324546,55.83198819462159,48.62406668398011,72.67039292746331,Bearish,Doji,-0.625,310.8431702350002,Bearish,47.50830043739131,-1.0,0
2015-04-06,260.721008,261.798004,254.574997,255.492004,255.492004,20034200.0,48.78580768473198,-27.922424190684662,-27.922424190684662,36.62734522436376,-66.66666666667508,14.313296639830938,79.03673441061478,50.158854225976945,43.46633560403264,Bearish,None,-5.105987999999968,309.01475013000015,Bearish,48.78580768473198,-1.0,0
2015-04-07,255.274002,255.804993,252.205002,253.179993,253.179993,18467400.0,47.1855987530671,-38.159809518234546,-38.159809518234546,3.606224063134578,-66.6666666666672,13.637446814381267,42.45519128651921,47.33343505181315,29.212348136665522,Bearish,None,-2.3120110000000125,308.30667014500017,Bearish,47.1855987530671,-1.0,0
2015-04-08,253.063995,253.847,244.214996,245.022003,245.022003,30086400.0,41.956140742332764,-74.28268571921198,-74.28268571921198,-62.74245014417014,-66.66666666666667,13.328091703726505,60.45044015238902,38.68359782040836,8.814217412780167,Bearish,None,-8.157989999999984,307.48726020000015,Bearish,41.956140742332764,-1.0,-1
2015-04-09,244.751007,246.117996,239.399994,243.675995,243.675995,21643500.0,41.14588379951529,-80.90901379185023,-80.24269306777771,-109.36793114924633,-66.66666666666626,13.26251661753894,74.63906125932968,37.414495040568575,7.163589878529739,Bearish,None,-1.3460080000000119,306.71153510500017,Bearish,41.14588379951529,-1.0,-1
2015-04-10,243.694,243.694,232.770996,236.072006,236.072006,28882000.0,36.819869108723445,-88.62779794596815,-88.62779794596815,-158.5755807413103,-66.66666666666667,13.49377594360135,84.91818097763773,30.95932384811229,2.2990650637259984,Bearish,None,-7.603989000000013,305.88113509500016,Bearish,36.819869108723445,-1.0,-1
2015-04-11,236.016006,239.537003,234.175003,236.552002,236.552002,16365200.0,37.26823229002605,-86.97417935737644,-86.97417935737644,-154.69564724833393,-66.66666666666917,13.713472303360637,90.05774083679177,31.794990003998226,10.013648600794301,Bullish,Doji,0.47999599999999987,304.88494018000017,Bearish,37.26823229002605,-1.0,-1
2015-04-12,236.535004,237.727997,233.494995,236.153,236.153,12387900.0,37.032965811161255,-88.34876815412738,-88.34876815412738,-154.72534259918743,-66.66666666666667,13.953089305950957,93.08278043530521,31.439122631072113,8.85165036729257,Bearish,Doji,-0.39900199999999586,303.94968024500014,Bearish,37.032965811161255,-1.0,-1
2015-04-13,235.949997,236.934998,221.996002,224.587006,224.587006,31181800.0,30.936419461115744,-93.4902671478686,-93.4902671478686,-210.38507454531975,-66.66666666666691,14.662191665436163,96.27882355926671,23.032366424208856,1.145480203842005,Bearish,None,-11.56599399999999,303.01474525000015,Bearish,30.936419461115744,-1.0,-1
2015-04-14,224.759003,224.975998,216.322998,219.158997,219.158997,31719000.0,28.560137559175725,-93.76360939897405,-93.76360939897405,-235.39183038824964,-66.66666666666642,15.543579783170921,97.99775726432875,20.182967964438504,0.6303717500112753,Bearish,None,-5.428009000000003,302.0884152950002,Bearish,28.560137559175725,-1.0,-1
2015-04-15,219.072998,223.832993,218.649002,223.832993,223.832993,22562000.0,33.310409005336886,-83.48544472979293,-83.48544472979293,-172.00577432870077,66.66666666666667,16.380898495018943,98.85722411685978,28.72484111812928,43.99950418294663,Bullish,None,4.673995999999988,301.20998031500017,Bearish,33.310409005336886,-1.0,-1
2015-04-16,223.917007,229.671997,223.917007,228.572998,228.572998,24805400.0,37.82548796801583,-68.97319904933882,-73.06212559927974,-111.47959085103261,66.66666666666632,16.76720358008145,64.94597911243477,36.48032335783344,70.29486257411808,Bullish,None,4.740005000000025,300.46694030500015,Bearish,37.82548796801583,-1.0,-1
2015-04-18,222.852997,224.315994,220.876007,223.356003,223.356003,12939000.0,35.24831229847607,-76.39534998458474,-81.25731631716688,-107.60268947829317,-66.66666666666777,17.687194782267515,34.42657973147398,32.614855997631246,38.47242313966971,Bullish,Doji,0.47399899999999207,298.8860752900002,Bearish,35.24831229847607,-1.0,-1
2015-04-20,222.612,226.350998,221.977005,224.626007,224.626007,18364700.0,37.02994006150547,-64.23275949152256,-69.66494321252841,-78.81065135201561,66.66666666666318,18.285353837579738,22.396789697736175,35.95952577689408,66.96360274619744,Bullish,None,2.0260009999999795,297.32877045000015,Bearish,37.02994006150547,-1.0,-1
2015-04-21,224.619995,235.268997,224.300995,235.268997,235.268997,24978000.0,47.16587223363086,-11.487970637139378,-18.385478938252955,-34.31725016341625,66.66666666666642,17.933426558861054,55.777553391244936,52.542705257850066,94.92346652036233,Bullish,None,10.642990000000026,296.70755547000016,Bearish,47.16587223363086,-1.0,-1
2015-04-22,235.602005,237.908997,233.475998,234.175995,234.175995,23847900.0,46.34090614514114,-17.293626299158085,-17.293626299158085,-10.045783631749506,66.66666666666667,17.426340948806356,74.32161674952985,51.01642901925846,80.86631509149699,Bearish,None,-1.0930020000000127,296.23410546000014,Bearish,46.34090614514114,-1.0,-1
2015-04-23,234.052994,236.475006,233.199005,236.462006,236.462006,17036000.0,48.37472670221834,-6.7033774994615625,-6.7033774994615625,-3.5156790543719763,66.66666666666667,16.96036998754545,77.13722550385626,54.15020531041019,88.1851224199285,Bullish,Engulfing,2.286011000000002,295.81386544000014,Bearish,48.37472670221834,-1.0,-1
2015-04-24,235.970001,236.304993,229.932999,231.268005,231.268005,21448700.0,44.26910927227632,-34.48075661494206,-30.7652752138088,-17.19988010499435,-66.66666666666667,16.70470454240957,53.67869324268573,46.53964172183143,32.205712468884165,Bearish,None,-5.194001000000014,295.3198104150001,Bearish,44.26910927227632,-1.0,-1
2015-04-25,231.235001,232.561005,226.337006,226.389999,226.389999,13957200.0,40.76949432010769,-67.62757448927054,-59.807897146390786,-40.478252453550645,-66.66666666666667,16.660373363293917,61.981073746819774,40.522312703649355,14.690050043847524,Bearish,None,-4.878005999999999,294.7708253500001,Bearish,40.76949432010769,-1.0,-1
2015-04-26,226.410004,226.944,214.873993,219.429993,219.429993,28943700.0,36.35359818868196,-80.22140564855128,-80.22140564855128,-100.76360911903392,-66.66666666666667,17.170942560480277,77.80232888940407,33.557756495980264,5.756295506518675,Bearish,None,-6.960005999999993,294.1032753050001,Bearish,36.35359818868196,-1.0,-1
2015-04-27,219.429001,233.304993,218.022995,229.285995,229.285995,38574000.0,45.376369300387495,-37.434341231284314,-37.434341231284314,-35.00653066660936,66.66666666666667,17.20409505035571,40.62548591907665,47.8395886098554,65.38201791398646,Bullish,Engulfing,9.856002000000018,293.4245752750001,Bearish,45.376369300387495,-1.0,-1
2015-04-28,228.968994,229.494995,223.069,225.854996,225.854996,21469200.0,43.086494501365245,-52.32905972145699,-52.32905972145699,-36.45876460021745,-66.66666666666667,17.23558991573737,22.037064433912946,44.125110747172485,45.38889234270847,Bearish,None,-3.430999000000014,292.7460401950001,Bearish,43.086494501365245,-1.0,-1
2015-04-29,225.591003,227.039993,223.429993,225.807999,225.807999,18936500.0,43.05444404576241,-52.53308399685979,-52.53308399685979,-39.94010928386595,-66.66666666666667,17.26551003784995,12.742853691331089,44.072378182833575,45.01181672117614,Bullish,Doji,-0.04699700000000462,292.06358513500004,Bearish,43.05444404576241,-1.0,-1
2015-05-01,235.938995,238.966003,232.078995,232.078995,232.078995,18815300.0,48.506972127897086,-30.313117848260575,-30.313117848260575,99.00250935354369,66.66666666666902,15.70586821678415,68.87722226561173,51.62290018348619,54.514138043978576,Bearish,None,-4.066009000000008,290.55989007000005,Bearish,48.506972127897086,-1.0,-1
2015-05-06,236.248993,236.453995,229.231003,229.781998,229.781998,29587200.0,45.97783520237528,-53.36876576564793,-47.44412785272747,19.98201734085116,-66.66666666666667,13.066786339846214,67.26436591119341,45.54025839372392,11.147993611243715,Bearish,None,-6.339004000000017,286.6939401350001,Bearish,45.97783520237528,-1.0,-1
2015-05-07,229.662003,239.104996,228.572998,237.334,237.334,29064400.0,52.09490891362485,-29.27967644646358,-23.420718792592762,57.18697327926399,66.66666666666607,12.420053662639585,36.652793203117376,55.049056131676124,66.11287823030624,Bullish,Engulfing,7.552002000000016,285.9328801850001,Bearish,52.09490891362485,1.0,0
2015-05-13,241.397995,243.703995,235.044998,236.376999,236.376999,27180100.0,49.52727762647716,-59.4196880942715,-59.4196880942715,48.62186026897036,-66.66666666666667,11.303511652319173,67.85166607365387,48.89273030772892,12.360015268595943,Bearish,None,-4.735000999999983,282.0785153400001,Bearish,49.52727762647716,-1.0,0
2015-05-15,236.955002,238.753006,236.794998,237.604996,237.604996,16329400.0,50.712695991246115,-53.034181316491946,-53.034181316491946,33.61862666386794,66.66666666666667,10.311965500395607,52.063731062968024,50.99372873528867,44.9344364814503,Bullish,Doji,0.6759950000000003,280.9127202050001,Bearish,50.712695991246115,0.0,0
2015-05-17,236.009995,238.024994,236.009995,236.802002,236.802002,11134300.0,49.915298557886786,-80.0320346397184,-57.20969935889469,7.461990299827214,66.66666666667004,9.333363330713627,45.872013610991544,49.59772859238322,46.480266184635255,Bullish,None,0.6490019999999959,279.81145014500004,Bearish,49.915298557886786,-1.0,0
2015-05-19,233.037003,234.151001,231.817001,231.947006,231.947006,14241900.0,44.698102485673324,-98.95603494193341,-99.18680803152571,-107.37358104212218,-66.6666666666655,9.038283026738227,77.96334592781224,40.29042818645355,6.649446284754948,Bearish,None,-1.1810000000000116,278.71869517000005,Bearish,44.698102485673324,-1.0,0
